entailment	id	similarity	sent1	sent2
None	5560	3.4	As crianças estão brincando em frente a uma porta grande	Uma bola feita de madeira está sendo jogada pela porta em frente a um grande grupo de meninos
Entailment	1979	4.8	Uma bola de beisebol está sendo segurada na boca por um cachorro preto e branco	Um cachorro preto e branco está segurando uma bola de beisebol em sua boca
Entailment	581	4.8	Este homem está andando de moto	Um homem está andando de moto
None	3318	1.1	Um homem está misturando o conteúdo de uma tigela	Um homem está chutando uma bola
Entailment	540	4.5	Um cachorro castanho e branco está pulando na calçada	Um animal castanho e branco está pulando na calçada
None	3263	3.6	O homem não está cortando uma placa de papel	Um homem está cortando uma placa de papel
Entailment	598	4.9	Um homem e uma mulher estão andando juntos pelo bosque	Um homem e uma mulher andam juntos através de áreas arborizadas
Entailment	349	4.4	Um esquilo está rodando em círculos	Um esquilo está correndo em círculos
None	4310	3.0	Alguém está digitando em um teclado	Alguém está escrevendo
None	5160	3.6	O homem está cortando um prato de papel	Não tem nenhum homem cortando um prato de papel
None	3265	3.1	Não tem nenhum cachorro correndo e carregando um objeto na boca	Um cachorro está perseguindo outro e está segurando uma vara na sua boca
Entailment	13	4.8	O monte de homens está jogando rúgbi em um campo cheio de lama	O grupo de homens está jogando rúgbi em um monte enlameado
Entailment	2892	4.4	Um homem está fatiando um peixe	Um peixe está sendo cortado por um homem
Entailment	550	4.7	Uma ave marinha está voando lentamente sobre algumas rochas	Uma ave marinha está voando sobre algumas rochas
None	6028	3.3	O rinoceronte não está pastando na grama	O rinoceronte está pastando na grama
Entailment	2471	4.8	Uma mulher está picando alho	A mulher está cortando alho em cubos
None	5784	2.9	Os jóqueis estão correndo a cavalos no campo, que é completamente verde	Alguns cavalos estão descansando na grama verde
None	5574	4.1	A menina está passando maquiagem em sua face	Uma mulher está passando maquiagem
Entailment	3045	5.0	A mulher está tocando a flauta	Uma mulher está tocando uma flauta
None	4161	2.6	A pessoa está andando de moto em uma pista arenosa	Um piloto de motocross está dando uma moto para uma pessoa em um evento
None	3404	1.3	Pessoas mascaradas estão olhando na mesma direção em uma floresta	Uma menina pequena está olhando para uma mulher de fantasia
None	5984	3.9	Um homem está quebrando azulejos com as mãos	Um homem está quebrando mesas de madeira com sua mão
Entailment	143	4.5	Uma menina em um uniforme, que é azul, está rapidamente levantando seu braço	Uma menina de uniforme, que é azul, está levantando seu braço
None	6050	2.8	Uma presa está correndo rapidamente atrás da chita	Uma chita está perseguindo suas presas através de um campo
None	5733	3.5	Um motociclista está usando um equipamento que é preto	Um capacete preto está sendo usado por um homem que está empurrando uma bicicleta
None	6298	3.6	Alguns cavalos estão competindo furiosamente sobre a grama verde e pulando um obstáculo	Os jóqueis estão correndo a cavalos no campo, que é completamente verde
Entailment	1049	4.5	Um homem está dançando em um telhado	Uma pessoa está dançando no telhado
None	3338	2.4	O menino não está tocando o piano alegremente	Um piano está sendo tocado por um homem
Entailment	3054	4.5	Uma filha está sendo empurrada por seu pai em um kart e outra menina está assistindo	Um pai está empurrando sua filha em um carrinho de kart e outra menina está observando
None	6365	3.6	Não tem nenhuma mulher passando sombra	A mulher está passando sombra
Entailment	2725	4.4	Um cachorro castanho está pulando no ar	O animal marrom está pulando no ar
Entailment	2349	4.7	A menina jovem de azul está se divertindo em um escorregador	A jovem menina de azul está curtindo um escorregador
Entailment	981	4.9	O homem está realizando um grande salto	Um pulo grande está sendo realizado por um homem
None	3528	2.9	Quatro homens jovens estão fugindo e um carro está permanecendo parado atrás deles	Os meninos estão de pé na frente do carro em chamas
None	6154	4.4	Uma mulher está colocando carne em uma frigideira	A carne está sendo despejada em uma frigideira
None	3790	4.2	Um homem está sendo atingido por uma criança com uma arma	Um menino está batendo em um homem com uma espada de plástico
Entailment	1822	4.635	Um carro de corrida branco está passando por uma poça	Um veículo de corrida branco está passando por uma poça
Entailment	1839	4.3	A mulher está quebrando dois ovos dentro de uma tigela de vidro	Uma mulher está quebrando um ovo em uma tigela
None	5669	2.6	Não tem nenhum homem fatiando cebola	Uma cebola está sendo cortada por um homem
Entailment	1507	4.9	Um homem e duas mulheres em um quarto escuro estão sentados em uma mesa com velas	Um homem e duas mulheres em um quarto escuro estão sentados a uma mesa com velas
Entailment	375	4.4	Uma criança pequena está andando de motinho de plástico	Uma criança pequena está brincando com uma motinho de plástico
Entailment	3028	4.9	Diferentes coisas de uma guerra estão sendo mostradas para algumas pessoas por um veterano	Um veterano está mostrando diferentes coisas de uma guerra para algumas pessoas
Entailment	2589	4.3	Uma pessoa está penteando o pelo de um gato	A pessoa está escovando um gato
Entailment	1810	5.0	Um homem jovem com cabelos castanhos e óculos de sol está sentado na frente de algumas latas de refrigerante	Um jovem homem com cabelos castanhos e óculos escuros está sentado em frente a algumas latas de refrigerante
None	3673	3.3	Alguns cavalos estão competindo furiosamente sobre a grama verde e pulando um obstáculo	Os jóqueis estão montando cavalos no campo, que é completamente verde
Entailment	174	4.6	Um menino pequeno em roupas tingidas de vermelho está pulando no ar	Um menino pequeno de roupas vermelhas está pulando no ar
None	5046	3.5	Um homem negro de verde está andando em uma bicicleta	Um homem vestido de preto está andando de bicicleta
Entailment	2656	4.6	Um gato está comendo milho na espiga	O gato está comendo um pouco de milho
Entailment	2249	5.0	Um homem está pondo alho em algumas fatias de pão	Um homem está colocando alho em algumas fatias de pão
Entailment	686	4.4	Um homem está tocando uma flauta de bambu	O homem está tocando uma flauta
None	4107	3.9	Não tem nenhum cachorro perseguindo um outro ou segurando uma vara na boca	Dois cachorros estão correndo e levando um objeto em suas bocas
None	5189	3.4	Um homem está tocando um violão acústico	A mulher está tocando um violão que é elétrico
None	5656	3.5	Um menino está batendo em um homem com uma espada de plástico	Não tem nenhum homem sendo atingido
None	3422	2.4	Um homem está falando	Um homem está parado
None	3795	2.6	Um cachorro, que é grande e cinza, está derrubando uma bola de sua boca e parando na grama	Um cachorro, que é grande e cinza, está carregando uma bola na boca e correndo através da grama
None	5503	1.5	Não há nenhum homem dirigindo um carro	Um homem está andando a cavalo
Entailment	1649	4.5	O homem está tocando habilmente o violão	O homem está tocando um violão
None	5561	3.1	Um homem está apertando os botões de um micro-ondas	Não há nenhum homem apertando os botões de um microondas
Entailment	2046	4.7	Um homem está fatiando uma batata em pedaços	um homem está cortando uma batata
None	4967	3.7	Furões estão escalando prateleira abaixo	Vários furões estão escalando para dentro da gaiola
Entailment	2475	4.4	O cachorro castanho está encontrando um cachorro preto deitado no campo seco	O cachorro castanho está focando em um cachorro preto deitado na grama seca
None	3964	3.4	Um homem está andando devagar através de uma ponte feita de corda	Um menino está andando através de uma ponte
Entailment	2072	4.8	Uma banana está sendo comida por um homem	Um homem está comendo uma banana
None	5509	3.6	Uma mulher está tirando uma capa, que é muito grande, e revelando um vestido extravagante	Um vestido, que é preto, vermelho, branco e rosa está sendo usado por uma mulher
None	4064	4.5	Um homem está fazendo atividade física	Um homem está se exercitando
Entailment	1824	4.5	Uma mulher está desajeitadamente colocando carne em uma frigideira	Uma mulher está colocando carne em uma frigideira
Entailment	3215	4.9	Um homem está apaixonadamente tocando um violão	Algum homem está apaixonadamente tocando um violão
Entailment	559	4.6	Um pequenino porquinho-da-índia está roendo e comendo um pedaço de cenoura no chão	Um porquinho-da-índia está comendo uma cenoura
None	4986	3.6	Um homem está estacionando um carro em uma garagem	Um homem está entrando em um carro em uma garagem
Entailment	588	4.5	Um homem está cortando uma corda com uma espada	Um homem está cortando um cordão com uma espada
Entailment	2974	4.8	Um menino está em pé em frente ao edifício azul no espaço reservado para pessoas com deficiência	Um menino está de pé na frente do prédio pintado de azul, no espaço reservado para pessoas com deficiência
None	3886	4.5	Um homem está tocando a bateria	Não tem nenhum homem tocando a bateria
Entailment	2913	5.0	Uma mulher está passando sombra	A sombra está sendo passada por uma mulher
Entailment	16	3.4	Um homem em uma camisa tingida de roxo está se afastando de um homem com uma camisa preta, que está sério	Um homem em uma camisa tingida de roxo está olhando para o homem de camisa preta que está fazendo uma cara engraçada
Entailment	1734	4.9	O gato está lambendo uma garrafa	Uma garrafa está sendo lambida pelo gato
None	4084	3.8	Um grupo de crianças de uniforme está parado no portão e não tem ninguém beijando a mãe	Um grupo de crianças em uniformes está parado em um portão e uma está beijando a mãe
Entailment	2494	4.9	Uma mulher está usando um lápis de olho e está aplicando delineador em sua pálpebra	Uma mulher está usando um lápis para olhos e está aplicando delineador em sua pálpebra
None	3593	2.6	O homem está mexendo o molho para o frango	O homem não está mexendo o óleo
Entailment	345	4.9	Crianças em camisas vermelhas estão brincando nas folhas	Crianças de camisas vermelhas estão brincando nas folhas
None	5625	2.5	Os homens estão falando	Algumas mulheres não estão falando
Entailment	172	4.3	Uma mulher está empanando uma costeleta de porco	Um cozinheiro está cobrindo uma costeleta de porco
None	4200	4.5	Uma mulher está picando uma cebola	Uma mulher está picando uma cebola roxa
None	6207	4.0	Um menino jovem está tocando um instrumento de sopro	Uma criança está praticando com um instrumento
Entailment	1044	4.9	Dois cachorros estão lutando por um frisbee em um lago	Dois cachorros estão brigando por um frisbee em um lago
None	3753	4.65	Um homem está sentado no chão e está tocando um violão	Um homem está sentado no chão em uma sala e está dedilhando um violão
None	4209	3.2	Não tem nenhum homem dançando de cabeça para baixo no teto	Um homem está dançando no teto de uma sala
None	4374	2.9	A menina está andando de cavalo	O homem está andando de cavalo
None	6490	2.3	Um menino está enchendo um jarro com água	Uma mulher está coletando água da torneira em uma caneca
Entailment	3025	4.9	Um instrumento está sendo tocado por uma mulher em um vestido vermelho	Uma mulher de vestido vermelho está tocando um instrumento
